hospital,department,day_of_week,hour,month,is_weekend,is_festival,temperature,is_rainy,patient_count,wait_time_minutes
Taluk Hospital Thrissur,Orthopaedics,Thursday,13,11,0,0,37.0,0,66,23
Taluk Hospital Thrissur,General OPD,Monday,16,10,0,0,25.5,0,47,16
General Hospital Kollam,Orthopaedics,Wednesday,14,8,0,0,34.3,1,54,25
Taluk Hospital Thrissur,Paediatrics,Friday,9,5,0,0,26.9,0,75,23
Taluk Hospital Thrissur,Gynaecology,Wednesday,14,11,0,0,30.0,0,77,31
Taluk Hospital Thrissur,Gynaecology,Friday,17,1,0,0,24.5,0,23,10
Taluk Hospital Thrissur,Orthopaedics,Thursday,11,10,0,0,31.4,0,64,29
Taluk Hospital Thrissur,Orthopaedics,Tuesday,9,12,0,0,31.6,0,76,32
District Hospital Ernakulam,Orthopaedics,Tuesday,12,7,0,0,34.3,1,63,23
Taluk Hospital Thrissur,Gynaecology,Saturday,15,10,1,1,30.1,0,90,45
District Hospital Ernakulam,Paediatrics,Wednesday,17,6,0,0,31.3,0,67,20
Taluk Hospital Thrissur,General OPD,Tuesday,10,2,0,0,34.4,0,79,28
Taluk Hospital Thrissur,General OPD,Tuesday,12,9,0,0,26.6,0,75,24
General Hospital Kollam,Paediatrics,Monday,13,10,0,0,28.2,0,36,15
General Hospital Kollam,Orthopaedics,Tuesday,14,8,0,0,36.2,1,55,26
General Hospital Kollam,General OPD,Tuesday,11,11,0,1,26.9,0,102,31
District Hospital Ernakulam,Gynaecology,Monday,9,10,0,0,32.5,0,81,39
General Hospital Kollam,Orthopaedics,Wednesday,17,1,0,0,24.3,0,70,29
Taluk Hospital Thrissur,Gynaecology,Saturday,10,2,1,0,30.6,0,68,27
General Hospital Kollam,Gynaecology,Thursday,14,10,0,0,27.1,0,70,28
Taluk Hospital Thrissur,Orthopaedics,Saturday,16,9,1,0,24.3,0,82,26
Taluk Hospital Thrissur,Orthopaedics,Tuesday,10,11,0,0,24.3,0,97,32
Taluk Hospital Thrissur,Cardiology,Friday,9,1,0,0,37.4,0,84,33
Taluk Hospital Thrissur,Paediatrics,Wednesday,10,11,0,0,28.4,0,57,18
District Hospital Ernakulam,General OPD,Friday,8,12,0,0,28.6,0,54,20
Taluk Hospital Thrissur,General OPD,Monday,12,6,0,0,36.3,1,75,24
District Hospital Ernakulam,General OPD,Wednesday,16,8,0,0,29.3,1,88,28
General Hospital Kollam,Orthopaedics,Friday,17,7,0,0,27.4,1,81,33
Taluk Hospital Thrissur,General OPD,Saturday,13,9,1,0,37.7,0,88,34
General Hospital Kollam,Orthopaedics,Saturday,12,8,1,0,27.4,0,90,34
District Hospital Ernakulam,Cardiology,Friday,15,10,0,0,29.0,0,70,37
General Hospital Kollam,Paediatrics,Wednesday,11,7,0,0,32.6,0,103,37
General Hospital Kollam,Paediatrics,Thursday,10,8,0,0,36.0,1,86,37
Taluk Hospital Thrissur,Paediatrics,Thursday,8,6,0,0,28.1,1,54,22
District Hospital Ernakulam,General OPD,Saturday,14,2,1,0,36.5,0,74,29
District Hospital Ernakulam,Orthopaedics,Saturday,11,6,1,0,36.2,0,84,32
District Hospital Ernakulam,General OPD,Wednesday,9,1,0,0,33.4,0,84,22
District Hospital Ernakulam,Cardiology,Monday,12,3,0,0,29.9,0,47,18
Taluk Hospital Thrissur,General OPD,Wednesday,12,11,0,0,30.3,0,53,19
General Hospital Kollam,Gynaecology,Wednesday,11,1,0,0,29.8,0,101,35
District Hospital Ernakulam,Paediatrics,Wednesday,17,11,0,0,36.9,0,56,17
Taluk Hospital Thrissur,Gynaecology,Wednesday,17,9,0,0,34.7,0,68,34
General Hospital Kollam,Cardiology,Wednesday,16,12,0,0,25.9,0,51,20
District Hospital Ernakulam,Cardiology,Monday,14,9,0,0,37.8,0,68,30
District Hospital Ernakulam,General OPD,Tuesday,12,4,0,0,31.1,0,53,20
Taluk Hospital Thrissur,Paediatrics,Tuesday,16,8,0,1,33.1,1,82,26
General Hospital Kollam,Cardiology,Thursday,12,8,0,1,24.2,1,64,32
Taluk Hospital Thrissur,General OPD,Friday,9,6,0,0,31.2,0,76,30
General Hospital Kollam,Gynaecology,Tuesday,14,3,0,0,27.7,0,30,15
District Hospital Ernakulam,General OPD,Saturday,10,4,1,0,32.6,0,111,39
District Hospital Ernakulam,Paediatrics,Tuesday,8,5,0,0,27.9,0,21,6
Taluk Hospital Thrissur,Paediatrics,Saturday,17,12,1,0,25.4,0,48,15
District Hospital Ernakulam,Cardiology,Friday,9,1,0,0,30.8,0,89,38
Taluk Hospital Thrissur,Cardiology,Tuesday,12,9,0,0,24.4,0,55,25
Taluk Hospital Thrissur,Paediatrics,Wednesday,17,7,0,0,26.6,1,61,25
General Hospital Kollam,Cardiology,Wednesday,8,5,0,0,36.5,0,61,30
General Hospital Kollam,Paediatrics,Monday,9,9,0,0,32.7,1,79,27
District Hospital Ernakulam,General OPD,Saturday,14,4,1,0,30.6,0,44,14
District Hospital Ernakulam,Cardiology,Monday,10,1,0,0,32.3,0,99,51
District Hospital Ernakulam,Paediatrics,Saturday,10,2,1,0,29.0,0,91,39
Taluk Hospital Thrissur,General OPD,Monday,13,8,0,0,32.5,1,36,11
General Hospital Kollam,Orthopaedics,Friday,8,1,0,1,30.5,0,79,31
General Hospital Kollam,General OPD,Saturday,15,3,1,0,25.3,0,48,16
District Hospital Ernakulam,Gynaecology,Monday,16,8,0,0,33.2,1,41,15
District Hospital Ernakulam,Orthopaedics,Saturday,12,12,1,0,35.1,0,66,22
General Hospital Kollam,Gynaecology,Monday,15,1,0,0,27.6,0,35,14
General Hospital Kollam,Cardiology,Wednesday,12,3,0,0,29.0,0,25,12
General Hospital Kollam,Cardiology,Wednesday,10,4,0,0,27.8,0,55,21
Taluk Hospital Thrissur,General OPD,Friday,12,5,0,0,35.5,0,71,26
General Hospital Kollam,Paediatrics,Friday,8,4,0,0,26.6,0,61,23
District Hospital Ernakulam,General OPD,Tuesday,10,8,0,0,25.1,1,112,34
Taluk Hospital Thrissur,General OPD,Saturday,10,5,1,0,35.6,0,87,29
District Hospital Ernakulam,General OPD,Thursday,8,3,0,0,25.5,0,62,17
Taluk Hospital Thrissur,Gynaecology,Monday,10,7,0,0,36.3,0,94,37
Taluk Hospital Thrissur,Gynaecology,Thursday,12,8,0,0,30.0,0,52,24
General Hospital Kollam,Cardiology,Thursday,14,1,0,0,31.0,0,37,15
District Hospital Ernakulam,General OPD,Friday,11,8,0,0,33.2,0,86,24
General Hospital Kollam,Paediatrics,Wednesday,17,10,0,0,25.2,0,39,11
District Hospital Ernakulam,Gynaecology,Saturday,16,4,1,0,32.5,0,81,36
General Hospital Kollam,Orthopaedics,Tuesday,12,9,0,0,31.1,1,90,42
Taluk Hospital Thrissur,Cardiology,Monday,11,10,0,0,29.7,0,67,30
General Hospital Kollam,General OPD,Tuesday,9,3,0,0,34.4,0,81,29
Taluk Hospital Thrissur,Cardiology,Monday,13,6,0,0,36.3,0,20,7
General Hospital Kollam,Gynaecology,Friday,14,4,0,0,28.1,0,65,33
District Hospital Ernakulam,Cardiology,Friday,9,10,0,0,24.0,0,83,39
Taluk Hospital Thrissur,General OPD,Monday,12,2,0,0,35.2,0,21,7
General Hospital Kollam,Paediatrics,Friday,10,4,0,0,33.6,0,62,26
Taluk Hospital Thrissur,Gynaecology,Saturday,16,10,1,0,30.4,0,80,36
District Hospital Ernakulam,General OPD,Friday,13,5,0,0,37.8,0,80,22
Taluk Hospital Thrissur,Paediatrics,Thursday,12,7,0,0,24.6,1,68,28
Taluk Hospital Thrissur,Gynaecology,Wednesday,11,4,0,1,25.7,0,76,35
General Hospital Kollam,Paediatrics,Monday,9,9,0,0,28.5,0,85,32
Taluk Hospital Thrissur,Orthopaedics,Wednesday,16,3,0,1,32.0,0,91,33
General Hospital Kollam,Cardiology,Saturday,12,11,1,1,25.0,0,68,29
General Hospital Kollam,Orthopaedics,Thursday,14,1,0,0,28.5,0,80,32
Taluk Hospital Thrissur,Orthopaedics,Wednesday,17,12,0,0,36.1,0,47,18
Taluk Hospital Thrissur,General OPD,Monday,8,9,0,0,27.7,0,21,7
Taluk Hospital Thrissur,Gynaecology,Monday,16,3,0,0,33.1,0,52,22
District Hospital Ernakulam,General OPD,Tuesday,14,3,0,0,31.4,0,52,20
District Hospital Ernakulam,Orthopaedics,Saturday,13,3,1,0,27.2,0,93,35
General Hospital Kollam,Paediatrics,Wednesday,10,4,0,0,37.9,0,51,15
General Hospital Kollam,Cardiology,Friday,9,9,0,0,31.7,1,95,37
District Hospital Ernakulam,General OPD,Saturday,10,11,1,0,28.8,0,66,20
District Hospital Ernakulam,General OPD,Monday,8,8,0,0,26.4,1,57,18
General Hospital Kollam,General OPD,Tuesday,16,4,0,0,26.0,0,25,6
Taluk Hospital Thrissur,Cardiology,Tuesday,10,10,0,0,37.9,0,90,40
District Hospital Ernakulam,General OPD,Tuesday,8,11,0,0,37.3,0,65,20
District Hospital Ernakulam,Paediatrics,Thursday,13,4,0,0,34.8,0,66,28
District Hospital Ernakulam,Orthopaedics,Thursday,8,5,0,0,26.5,0,29,13
District Hospital Ernakulam,Cardiology,Saturday,12,7,1,0,37.5,1,50,21
General Hospital Kollam,Orthopaedics,Thursday,11,12,0,0,30.9,0,59,21
District Hospital Ernakulam,Gynaecology,Thursday,9,8,0,0,31.5,1,80,38
Taluk Hospital Thrissur,Cardiology,Thursday,10,7,0,0,37.8,1,114,51
District Hospital Ernakulam,Orthopaedics,Saturday,14,3,1,0,25.8,0,39,18
Taluk Hospital Thrissur,Paediatrics,Thursday,16,8,0,0,36.0,1,69,23
District Hospital Ernakulam,General OPD,Saturday,10,10,1,1,32.9,0,108,29
District Hospital Ernakulam,General OPD,Friday,12,9,0,0,30.8,1,39,11
District Hospital Ernakulam,Orthopaedics,Tuesday,12,1,0,0,34.2,0,76,33
District Hospital Ernakulam,Gynaecology,Tuesday,9,3,0,0,28.7,0,90,37
District Hospital Ernakulam,Gynaecology,Saturday,13,3,1,0,27.6,0,85,32
District Hospital Ernakulam,Orthopaedics,Wednesday,9,2,0,0,33.4,0,89,35
General Hospital Kollam,Gynaecology,Friday,9,9,0,0,30.5,1,102,42
District Hospital Ernakulam,Cardiology,Wednesday,17,5,0,0,36.2,0,52,27
Taluk Hospital Thrissur,General OPD,Friday,16,5,0,0,35.2,0,54,14
District Hospital Ernakulam,Paediatrics,Wednesday,8,6,0,0,25.4,1,32,10
General Hospital Kollam,Orthopaedics,Wednesday,11,11,0,0,27.9,0,101,44
General Hospital Kollam,General OPD,Monday,14,1,0,0,32.6,0,80,26
General Hospital Kollam,Cardiology,Thursday,10,2,0,0,34.2,0,105,49
General Hospital Kollam,General OPD,Tuesday,10,1,0,0,26.8,0,88,28
Taluk Hospital Thrissur,Gynaecology,Friday,8,2,0,0,35.3,0,22,11
General Hospital Kollam,Orthopaedics,Thursday,9,4,0,0,34.5,0,81,35
Taluk Hospital Thrissur,Paediatrics,Saturday,16,7,1,0,34.9,1,85,34
General Hospital Kollam,Orthopaedics,Saturday,17,1,1,0,31.1,0,41,16
District Hospital Ernakulam,Paediatrics,Friday,13,6,0,0,32.8,1,58,19
District Hospital Ernakulam,Gynaecology,Tuesday,9,1,0,0,36.9,0,85,37
District Hospital Ernakulam,Gynaecology,Saturday,8,8,1,0,34.9,1,48,22
District Hospital Ernakulam,General OPD,Thursday,9,7,0,0,31.7,1,109,38
General Hospital Kollam,Cardiology,Tuesday,17,10,0,0,37.8,0,36,16
General Hospital Kollam,Gynaecology,Tuesday,15,6,0,0,27.2,1,56,24
General Hospital Kollam,General OPD,Tuesday,12,9,0,0,33.4,0,43,15
District Hospital Ernakulam,Gynaecology,Monday,8,3,0,0,27.6,0,75,29
General Hospital Kollam,Cardiology,Thursday,10,3,0,0,25.7,0,87,33
District Hospital Ernakulam,Gynaecology,Saturday,14,9,1,0,35.9,1,87,37
District Hospital Ernakulam,Paediatrics,Saturday,13,2,1,0,32.7,0,42,13
District Hospital Ernakulam,Cardiology,Monday,13,1,0,0,25.6,0,46,24
General Hospital Kollam,Paediatrics,Monday,8,8,0,0,27.0,1,90,39
Taluk Hospital Thrissur,Gynaecology,Wednesday,10,5,0,0,27.0,0,97,45
Taluk Hospital Thrissur,Gynaecology,Tuesday,17,3,0,0,31.6,0,38,16
General Hospital Kollam,General OPD,Monday,12,2,0,0,30.0,0,71,26
General Hospital Kollam,Orthopaedics,Tuesday,8,3,0,0,29.2,0,24,9
Taluk Hospital Thrissur,Orthopaedics,Saturday,16,7,1,0,28.1,0,50,17
Taluk Hospital Thrissur,Orthopaedics,Tuesday,12,9,0,0,25.3,1,82,27
District Hospital Ernakulam,Paediatrics,Thursday,12,3,0,0,31.1,0,71,26
District Hospital Ernakulam,General OPD,Wednesday,15,4,0,0,28.7,0,67,24
General Hospital Kollam,Cardiology,Friday,9,8,0,0,28.6,1,74,35
Taluk Hospital Thrissur,Paediatrics,Friday,9,6,0,0,27.6,1,120,46
Taluk Hospital Thrissur,Gynaecology,Thursday,10,4,0,0,29.4,0,59,23
District Hospital Ernakulam,Paediatrics,Saturday,13,5,1,0,34.8,0,64,20
District Hospital Ernakulam,General OPD,Thursday,9,1,0,0,26.9,0,102,34
General Hospital Kollam,Orthopaedics,Thursday,12,11,0,0,31.4,0,61,26
District Hospital Ernakulam,General OPD,Tuesday,9,8,0,0,28.3,1,61,22
District Hospital Ernakulam,Orthopaedics,Monday,12,9,0,0,28.5,1,41,15
General Hospital Kollam,Gynaecology,Tuesday,13,5,0,0,34.5,0,63,27
General Hospital Kollam,Paediatrics,Tuesday,16,9,0,0,28.2,1,56,19
General Hospital Kollam,General OPD,Thursday,14,11,0,0,26.0,0,80,22
Taluk Hospital Thrissur,Cardiology,Wednesday,11,12,0,0,37.5,0,75,34
Taluk Hospital Thrissur,Cardiology,Wednesday,17,3,0,0,36.5,0,47,23
District Hospital Ernakulam,Gynaecology,Monday,14,11,0,0,24.4,0,36,15
Taluk Hospital Thrissur,Paediatrics,Friday,11,3,0,0,33.7,0,99,34
General Hospital Kollam,Orthopaedics,Monday,13,1,0,0,31.3,0,73,30
General Hospital Kollam,Paediatrics,Tuesday,17,7,0,0,25.2,0,58,24
District Hospital Ernakulam,Orthopaedics,Monday,13,4,0,0,33.2,0,40,15
General Hospital Kollam,Paediatrics,Friday,17,8,0,0,33.9,1,40,14
General Hospital Kollam,Gynaecology,Saturday,8,4,1,0,34.9,0,51,18
General Hospital Kollam,Paediatrics,Tuesday,14,12,0,0,25.8,0,66,21
General Hospital Kollam,Cardiology,Tuesday,10,8,0,0,25.5,1,89,47
Taluk Hospital Thrissur,Paediatrics,Thursday,17,2,0,0,25.5,0,30,9
District Hospital Ernakulam,Cardiology,Friday,16,6,0,0,28.0,0,45,21
General Hospital Kollam,General OPD,Wednesday,10,2,0,0,29.9,0,87,23
Taluk Hospital Thrissur,Cardiology,Tuesday,8,3,0,0,29.8,0,56,29
General Hospital Kollam,General OPD,Wednesday,10,11,0,0,27.8,0,103,28
District Hospital Ernakulam,Gynaecology,Monday,9,8,0,1,36.4,0,128,49
General Hospital Kollam,Paediatrics,Tuesday,15,1,0,0,33.6,0,80,23
Taluk Hospital Thrissur,Cardiology,Tuesday,10,7,0,0,30.4,1,77,34
General Hospital Kollam,General OPD,Thursday,10,10,0,0,35.0,0,77,30
Taluk Hospital Thrissur,General OPD,Friday,11,10,0,1,34.4,0,118,46
District Hospital Ernakulam,General OPD,Tuesday,13,10,0,0,32.6,0,55,17
Taluk Hospital Thrissur,Gynaecology,Tuesday,17,4,0,0,30.5,0,30,15
District Hospital Ernakulam,Cardiology,Friday,9,3,0,0,25.7,0,74,30
Taluk Hospital Thrissur,General OPD,Wednesday,17,7,0,0,25.8,1,56,18
Taluk Hospital Thrissur,Orthopaedics,Tuesday,15,3,0,0,33.0,0,42,20
Taluk Hospital Thrissur,Paediatrics,Wednesday,17,12,0,0,32.2,0,21,7
General Hospital Kollam,Gynaecology,Friday,14,5,0,0,24.0,0,67,28
District Hospital Ernakulam,Paediatrics,Monday,10,1,0,0,24.1,0,95,40
Taluk Hospital Thrissur,Cardiology,Friday,8,3,0,0,34.8,0,77,34
District Hospital Ernakulam,Cardiology,Friday,8,5,0,0,31.6,0,78,29
General Hospital Kollam,Cardiology,Tuesday,13,4,0,0,26.9,0,20,11
General Hospital Kollam,Orthopaedics,Monday,8,3,0,0,29.2,0,61,27
District Hospital Ernakulam,General OPD,Monday,17,12,0,0,37.9,0,38,11
Taluk Hospital Thrissur,General OPD,Tuesday,14,10,0,0,35.4,0,71,24
Taluk Hospital Thrissur,Cardiology,Friday,11,4,0,0,36.3,0,68,36
District Hospital Ernakulam,Cardiology,Friday,14,3,0,0,35.4,0,21,9
Taluk Hospital Thrissur,Gynaecology,Saturday,11,2,1,0,35.6,0,115,45
District Hospital Ernakulam,General OPD,Tuesday,17,1,0,0,34.9,0,68,23
District Hospital Ernakulam,Gynaecology,Friday,17,3,0,0,25.7,0,35,17
District Hospital Ernakulam,Cardiology,Monday,15,8,0,0,32.2,1,34,18
District Hospital Ernakulam,Cardiology,Friday,12,11,0,0,31.9,0,77,35
Taluk Hospital Thrissur,General OPD,Friday,10,3,0,0,30.2,0,94,27
District Hospital Ernakulam,Orthopaedics,Tuesday,14,3,0,0,36.0,0,37,14
General Hospital Kollam,Gynaecology,Saturday,14,5,1,0,25.4,0,92,34
General Hospital Kollam,Gynaecology,Thursday,9,8,0,0,34.7,1,96,43
Taluk Hospital Thrissur,Gynaecology,Wednesday,13,3,0,0,24.9,0,30,14
General Hospital Kollam,Orthopaedics,Saturday,11,6,1,0,24.1,1,88,38
General Hospital Kollam,General OPD,Friday,9,5,0,0,33.3,0,53,17
District Hospital Ernakulam,Paediatrics,Friday,15,11,0,0,27.7,0,58,25
District Hospital Ernakulam,Orthopaedics,Tuesday,10,2,0,0,31.6,0,95,42
Taluk Hospital Thrissur,Orthopaedics,Saturday,16,2,1,0,26.5,0,94,44
District Hospital Ernakulam,Gynaecology,Thursday,15,1,0,0,30.9,0,44,21
General Hospital Kollam,Cardiology,Tuesday,10,10,0,0,37.8,0,77,33
District Hospital Ernakulam,Gynaecology,Monday,10,6,0,0,34.0,0,77,30
Taluk Hospital Thrissur,Orthopaedics,Saturday,16,6,1,0,31.4,1,92,37
District Hospital Ernakulam,Paediatrics,Saturday,15,3,1,0,35.0,0,36,14
District Hospital Ernakulam,Paediatrics,Thursday,10,11,0,0,34.9,0,73,24
General Hospital Kollam,Orthopaedics,Saturday,13,2,1,0,32.2,0,45,18
General Hospital Kollam,Cardiology,Wednesday,8,2,0,0,26.6,0,66,34
Taluk Hospital Thrissur,Paediatrics,Tuesday,12,8,0,0,31.7,1,78,25
General Hospital Kollam,General OPD,Monday,10,3,0,0,36.9,0,55,16
Taluk Hospital Thrissur,Cardiology,Friday,8,1,0,0,33.8,0,46,20
Taluk Hospital Thrissur,Paediatrics,Monday,10,7,0,0,24.0,0,107,36
General Hospital Kollam,Gynaecology,Wednesday,14,4,0,0,24.9,0,73,28
General Hospital Kollam,General OPD,Saturday,11,10,1,0,24.7,0,113,31
General Hospital Kollam,Cardiology,Wednesday,11,9,0,0,26.5,1,113,51
General Hospital Kollam,Gynaecology,Tuesday,14,1,0,0,24.7,0,21,10
General Hospital Kollam,Paediatrics,Thursday,8,6,0,0,27.9,1,73,29
General Hospital Kollam,Paediatrics,Thursday,10,7,0,0,27.1,1,120,41
General Hospital Kollam,Gynaecology,Wednesday,11,8,0,0,26.8,1,88,43
Taluk Hospital Thrissur,Cardiology,Tuesday,9,4,0,0,36.4,0,100,44
General Hospital Kollam,Gynaecology,Wednesday,12,12,0,0,37.5,0,39,14
General Hospital Kollam,General OPD,Thursday,13,5,0,0,28.0,0,78,28
District Hospital Ernakulam,Cardiology,Thursday,15,11,0,0,31.3,0,50,27
General Hospital Kollam,Paediatrics,Saturday,11,5,1,0,28.1,0,104,45
District Hospital Ernakulam,Paediatrics,Monday,15,6,0,0,28.8,1,58,17
General Hospital Kollam,Paediatrics,Friday,17,10,0,0,26.4,0,64,20
General Hospital Kollam,Orthopaedics,Friday,11,8,0,0,27.7,1,109,43
General Hospital Kollam,Orthopaedics,Wednesday,14,6,0,0,26.7,0,56,20
Taluk Hospital Thrissur,General OPD,Tuesday,13,5,0,0,31.5,0,67,19
General Hospital Kollam,Paediatrics,Friday,17,1,0,0,33.6,0,31,9
District Hospital Ernakulam,Orthopaedics,Monday,8,1,0,0,28.7,0,52,23
Taluk Hospital Thrissur,Orthopaedics,Thursday,12,3,0,0,29.5,0,37,13
Taluk Hospital Thrissur,Gynaecology,Monday,8,10,0,0,27.1,0,54,19
Taluk Hospital Thrissur,Paediatrics,Monday,12,8,0,0,33.1,1,36,12
District Hospital Ernakulam,Gynaecology,Friday,12,5,0,0,30.4,0,45,21
General Hospital Kollam,Gynaecology,Thursday,13,7,0,0,36.5,0,28,13
District Hospital Ernakulam,Cardiology,Thursday,16,2,0,0,33.2,0,76,38
Taluk Hospital Thrissur,Orthopaedics,Friday,17,10,0,1,37.1,0,49,19
Taluk Hospital Thrissur,Cardiology,Friday,9,1,0,0,31.2,0,71,27
District Hospital Ernakulam,Gynaecology,Thursday,8,5,0,0,29.1,0,68,33
General Hospital Kollam,Orthopaedics,Monday,11,12,0,0,30.2,0,108,41
Taluk Hospital Thrissur,Cardiology,Tuesday,8,7,0,0,33.0,0,21,11
District Hospital Ernakulam,General OPD,Friday,10,3,0,0,26.6,0,76,29
District Hospital Ernakulam,Gynaecology,Saturday,12,2,1,0,24.2,0,67,28
Taluk Hospital Thrissur,Gynaecology,Thursday,13,4,0,0,34.6,0,63,28
General Hospital Kollam,Paediatrics,Thursday,11,10,0,0,26.9,0,93,38
Taluk Hospital Thrissur,Gynaecology,Saturday,17,9,1,0,30.7,1,92,45
Taluk Hospital Thrissur,Orthopaedics,Monday,12,10,0,0,25.9,0,27,11
General Hospital Kollam,Orthopaedics,Saturday,16,7,1,0,33.8,1,100,38
Taluk Hospital Thrissur,Paediatrics,Monday,14,7,0,0,26.6,1,34,11
General Hospital Kollam,Gynaecology,Saturday,8,8,1,0,37.2,1,56,26
Taluk Hospital Thrissur,Gynaecology,Monday,17,9,0,0,30.9,1,56,26
General Hospital Kollam,Cardiology,Thursday,9,8,0,0,36.8,1,87,45
District Hospital Ernakulam,Gynaecology,Wednesday,10,7,0,0,28.1,1,105,49
Taluk Hospital Thrissur,Cardiology,Monday,11,6,0,0,33.6,0,94,35
District Hospital Ernakulam,Orthopaedics,Friday,17,7,0,0,24.4,1,41,13
District Hospital Ernakulam,Gynaecology,Thursday,11,1,0,0,27.6,0,88,38
District Hospital Ernakulam,Cardiology,Friday,16,12,0,1,27.9,0,90,37
General Hospital Kollam,Cardiology,Saturday,9,8,1,0,31.5,1,107,57
General Hospital Kollam,Paediatrics,Saturday,14,11,1,0,33.3,0,78,24
Taluk Hospital Thrissur,Gynaecology,Friday,8,2,0,0,33.1,0,36,17
Taluk Hospital Thrissur,Cardiology,Saturday,16,2,1,0,24.0,0,95,43
General Hospital Kollam,General OPD,Thursday,8,10,0,0,29.8,0,39,10
General Hospital Kollam,Cardiology,Monday,16,11,0,0,24.4,0,60,32
General Hospital Kollam,Paediatrics,Tuesday,14,3,0,0,26.3,0,80,28
General Hospital Kollam,Orthopaedics,Wednesday,16,6,0,0,37.3,0,21,8
Taluk Hospital Thrissur,Gynaecology,Saturday,17,6,1,0,26.6,0,75,29
General Hospital Kollam,Paediatrics,Friday,8,7,0,0,33.6,0,76,32
General Hospital Kollam,Cardiology,Thursday,14,7,0,0,24.2,1,38,20
General Hospital Kollam,Gynaecology,Monday,15,1,0,0,34.6,0,31,16
District Hospital Ernakulam,Cardiology,Saturday,12,5,1,0,27.1,0,86,41
Taluk Hospital Thrissur,Cardiology,Saturday,12,6,1,0,33.5,0,92,34
General Hospital Kollam,General OPD,Saturday,12,11,1,0,26.0,0,45,15
District Hospital Ernakulam,Cardiology,Thursday,17,1,0,0,25.3,0,79,31
General Hospital Kollam,Paediatrics,Wednesday,11,1,0,0,31.7,0,67,25
District Hospital Ernakulam,General OPD,Tuesday,17,7,0,0,34.7,1,88,32
General Hospital Kollam,Paediatrics,Wednesday,10,12,0,0,24.6,0,72,23
District Hospital Ernakulam,Orthopaedics,Friday,9,12,0,0,35.4,0,100,37
District Hospital Ernakulam,General OPD,Tuesday,14,12,0,0,35.8,0,77,25
General Hospital Kollam,General OPD,Wednesday,17,8,0,0,27.5,1,90,32
District Hospital Ernakulam,Cardiology,Tuesday,10,4,0,1,24.5,0,95,49
Taluk Hospital Thrissur,Gynaecology,Friday,14,5,0,0,25.0,0,43,19
Taluk Hospital Thrissur,Paediatrics,Saturday,10,3,1,0,24.7,0,81,25
Taluk Hospital Thrissur,Paediatrics,Tuesday,10,7,0,0,32.7,1,86,30
District Hospital Ernakulam,Gynaecology,Friday,14,3,0,0,36.5,0,44,19
Taluk Hospital Thrissur,Gynaecology,Saturday,10,10,1,0,32.4,0,125,59
General Hospital Kollam,Cardiology,Wednesday,16,12,0,0,36.1,0,45,21
District Hospital Ernakulam,Paediatrics,Thursday,17,3,0,0,36.8,0,47,13
General Hospital Kollam,Cardiology,Wednesday,16,3,0,0,31.3,0,75,39
Taluk Hospital Thrissur,Cardiology,Monday,13,4,0,0,31.4,0,32,17
Taluk Hospital Thrissur,General OPD,Tuesday,10,7,0,0,24.4,0,68,20
Taluk Hospital Thrissur,Paediatrics,Thursday,10,10,0,0,34.5,0,54,23
District Hospital Ernakulam,Cardiology,Monday,12,12,0,0,25.0,0,39,15
General Hospital Kollam,Gynaecology,Friday,15,6,0,0,36.6,0,50,18
Taluk Hospital Thrissur,Gynaecology,Friday,14,11,0,0,35.7,0,44,17
Taluk Hospital Thrissur,Cardiology,Wednesday,8,6,0,0,37.6,0,23,10
General Hospital Kollam,Orthopaedics,Tuesday,8,10,0,0,37.9,0,47,19
General Hospital Kollam,Gynaecology,Wednesday,16,10,0,0,25.8,0,80,35
Taluk Hospital Thrissur,General OPD,Saturday,13,7,1,0,25.8,1,75,26
General Hospital Kollam,General OPD,Thursday,17,7,0,0,25.4,1,66,20
District Hospital Ernakulam,Cardiology,Saturday,12,1,1,0,27.5,0,95,40
District Hospital Ernakulam,General OPD,Saturday,10,6,1,0,37.5,0,95,33
District Hospital Ernakulam,Paediatrics,Monday,8,1,0,0,30.9,0,32,12
General Hospital Kollam,Paediatrics,Wednesday,8,4,0,1,25.2,0,76,30
General Hospital Kollam,General OPD,Tuesday,13,10,0,0,35.7,0,58,21
Taluk Hospital Thrissur,Cardiology,Friday,15,4,0,0,30.4,0,32,13
General Hospital Kollam,Orthopaedics,Wednesday,12,8,0,0,31.7,1,47,18
General Hospital Kollam,Paediatrics,Saturday,16,7,1,0,25.8,1,49,21
General Hospital Kollam,Paediatrics,Thursday,13,2,0,0,34.6,0,24,9
Taluk Hospital Thrissur,General OPD,Saturday,16,6,1,0,30.8,1,87,25
Taluk Hospital Thrissur,Gynaecology,Wednesday,9,5,0,0,29.4,0,66,23
General Hospital Kollam,Gynaecology,Wednesday,16,1,0,0,28.8,0,67,24
Taluk Hospital Thrissur,General OPD,Wednesday,15,5,0,0,34.1,0,59,18
District Hospital Ernakulam,Cardiology,Friday,9,7,0,0,33.1,0,50,19
